tarch,tmax,count_words concurrente,Tiempo en nanosegundos
3,3,Sí,2920882
3,3,Sí,2907751
3,3,Sí,3088103
3,3,Sí,2947280
3,3,Sí,2833122
3,4,No,3864049
3,4,No,3423720
3,4,No,4308851
3,4,No,5052214
3,4,No,4290956
3,4,No,3375811
3,4,No,4985154
3,4,No,3977873
3,4,No,3826902
3,4,No,3589307
3,4,No,4598098
3,4,No,3651713
3,4,No,3548616
3,4,No,3973242
3,4,No,3942619
3,4,No,4110251
3,4,No,4011007
3,4,No,3441293
3,4,No,4099881
3,4,No,3627642
3,4,No,3427598
3,4,No,3614187
3,4,No,3382439
3,4,No,3583779
3,4,No,3671311
3,4,No,5444730
3,4,No,4508545
3,4,No,3661240
3,4,No,3685532
3,4,No,3652371
3,4,No,3464930
3,4,No,3648574
3,4,No,3473818
3,4,No,3536465
3,4,No,3557557
3,4,No,3772405
3,4,No,3737346
3,4,No,4227846
3,4,No,3756613
3,4,No,3816102
3,4,No,3909641
3,4,No,3965684
3,4,No,3465722
3,4,No,3571318
3,4,No,3601051
3,4,No,4076867
3,4,No,3755654
3,4,No,4235325
3,4,No,4275800
3,4,No,4490084
3,4,Sí,2931936
3,4,Sí,2828287
3,4,Sí,2901014
3,4,Sí,2892846
3,4,Sí,3049188
3,4,Sí,2889959
3,4,Sí,2850265
3,4,Sí,2823409
3,4,Sí,2746526
3,4,Sí,2859390
3,4,Sí,2962480
3,4,Sí,2852735
3,4,Sí,2854496
3,4,Sí,2826073
3,4,Sí,2901201
3,4,Sí,2828055
3,4,Sí,2943540
3,4,Sí,2864190
3,4,Sí,2826248
3,4,Sí,2859826
3,4,Sí,2884979
3,4,Sí,2833950
3,4,Sí,2849533
3,4,Sí,2831366
3,4,Sí,2858905
3,4,Sí,2916417
3,4,Sí,2848881
3,4,Sí,2875669
3,4,Sí,2872704
3,4,Sí,4485820
3,4,Sí,3307284
3,4,Sí,2889791
3,4,Sí,2837843
3,4,Sí,2889030
3,4,Sí,2882688
3,4,Sí,2820767
3,4,Sí,2895739
3,4,Sí,2940975
3,4,Sí,2961364
3,4,Sí,2841718
3,4,Sí,2889068
3,4,Sí,2824343
3,4,Sí,2793334
3,4,Sí,2849337
3,4,Sí,3000034
3,4,Sí,2802784
3,4,Sí,2791600
3,4,Sí,3069001
3,4,Sí,2864638
3,4,Sí,2809111
3,5,No,4437443
3,5,No,4167844
3,5,No,7446789
3,5,No,3937112
3,5,No,4609168
3,5,No,4603663
3,5,No,7423667
3,5,No,3886374
3,5,No,3844238
3,5,No,4209832
3,5,No,4277649
3,5,No,3561427
3,5,No,4408975
3,5,No,4344974
3,5,No,4297366
3,5,No,3971659
3,5,No,4270525
3,5,No,4129060
3,5,No,3823443
3,5,No,3915626
3,5,No,4602864
3,5,No,3601226
3,5,No,4825290
3,5,No,4525886
3,5,No,4369830
3,5,No,3718678
3,5,No,4038555
3,5,No,4004642
3,5,No,4345535
3,5,No,4067270
3,5,No,4062091
3,5,No,3551659
3,5,No,4525178
3,5,No,4321801
3,5,No,4010127
3,5,No,3964893
3,5,No,4059919
3,5,No,3667353
3,5,No,4362341
3,5,No,4136026
3,5,No,4150069
3,5,No,4259193
3,5,No,4452564
3,5,No,4009368
3,5,No,3808929
3,5,No,3890617
3,5,No,4047650
3,5,No,3823097
3,5,No,3918885
3,5,No,3784270
3,5,Sí,2904762
3,5,Sí,3203169
3,5,Sí,2877023
3,5,Sí,2938410
3,5,Sí,3137744
3,5,Sí,2830195
3,5,Sí,2890405
3,5,Sí,3090712
3,5,Sí,2910902
3,5,Sí,2855536
3,5,Sí,3110125
3,5,Sí,2879492
3,5,Sí,3090442
3,5,Sí,3103582
3,5,Sí,2977079
3,5,Sí,2856015
3,5,Sí,3075206
3,5,Sí,2807147
3,5,Sí,3014049
3,5,Sí,3157158
3,5,Sí,2981893
3,5,Sí,2840944
3,5,Sí,3182094
3,5,Sí,3109954
3,5,Sí,2844971
3,5,Sí,3096750
3,5,Sí,2928828
3,5,Sí,2915128
3,5,Sí,3111384
3,5,Sí,3031252
3,5,Sí,2897002
3,5,Sí,3134045
3,5,Sí,2858655
3,5,Sí,2940975
3,5,Sí,3216752
3,5,Sí,2898810
3,5,Sí,2862640
3,5,Sí,3072588
3,5,Sí,2919686
3,5,Sí,2864402
3,5,Sí,3137213
3,5,Sí,2858324
3,5,Sí,2854266
3,5,Sí,3031396
3,5,Sí,2858143
3,5,Sí,3975591
3,5,Sí,3183916
3,5,Sí,2870758
3,5,Sí,2854570
3,5,Sí,3084969
4,1,No,4929298
4,1,No,4771885
4,1,No,6951939
4,1,No,4907078
4,1,No,4878251
4,1,No,6886069
4,1,No,6287455
4,1,No,4980758
4,1,No,4747727
4,1,No,4748413
4,1,No,4594659
4,1,No,4775997
4,1,No,5981475
4,1,No,5948074
4,1,No,4724839
4,1,No,4638402
4,1,No,4807068
4,1,No,4648605
4,1,No,4664660
4,1,No,5875170
4,1,No,4761247
4,1,No,4626113
4,1,No,4956982
4,1,No,4808613
4,1,No,4706650
4,1,No,4729522
4,1,No,4843774
4,1,No,4676377
4,1,No,4857756
4,1,No,4916025
4,1,No,4731551
4,1,No,5633556
4,1,No,5904749
4,1,No,6658523
4,1,No,5168726
4,1,No,4762429
4,1,No,6187740
4,1,No,5357831
4,1,No,4765527
4,1,No,4725029
4,1,No,5908184
4,1,No,6243831
4,1,No,6436103
4,1,No,6266005
4,1,No,4852227
4,1,No,4600147
4,1,No,4698616
4,1,No,4804974
4,1,No,9238267
4,1,No,5145165
4,1,Sí,4005369
4,1,Sí,3353364
4,1,Sí,3279118
4,1,Sí,3486200
4,1,Sí,3372846
4,1,Sí,3338609
4,1,Sí,3169861
4,1,Sí,3414964
4,1,Sí,3114195
4,1,Sí,3008385
4,1,Sí,3146037
4,1,Sí,3063966
4,1,Sí,3064307
4,1,Sí,2999151
4,1,Sí,3000714
4,1,Sí,3056212
4,1,Sí,3282527
4,1,Sí,3087882
4,1,Sí,2977440
4,1,Sí,2974313
4,1,Sí,3046732
4,1,Sí,3144883
4,1,Sí,3050548
4,1,Sí,3023135
4,1,Sí,3048366
4,1,Sí,3012989
4,1,Sí,2999685
4,1,Sí,3217170
4,1,Sí,3018496
4,1,Sí,3067125
4,1,Sí,3026183
4,1,Sí,3061400
4,1,Sí,3101676
4,1,Sí,3048890
4,1,Sí,2916660
4,1,Sí,3032820
4,1,Sí,3039886
4,1,Sí,3077896
4,1,Sí,3184188
4,1,Sí,3032505
4,1,Sí,3062992
4,1,Sí,3079867
4,1,Sí,3053638
4,1,Sí,3124050
4,1,Sí,3162987
4,1,Sí,3041434
4,1,Sí,3055669
4,1,Sí,3071351
4,1,Sí,3152328
4,1,Sí,3071650
4,2,No,4853138
4,2,No,4738735
4,2,No,6898507
4,2,No,4436937
4,2,No,4142243
4,2,No,4595791
4,2,No,4086789
4,2,No,4206274
4,2,No,3342184
4,2,No,3359520
4,2,No,3441959
4,2,No,3294312
4,2,No,3447488
4,2,No,3580088
4,2,No,3568074
4,2,No,3439700
4,2,No,3440425
4,2,No,3655092
4,2,No,3580103
4,2,No,3482137
4,2,No,3453624
4,2,No,3451166
4,2,No,3444849
4,2,No,3393928
4,2,No,3727341
4,2,No,3454873
4,2,No,5488262
4,2,No,3742308
4,2,No,3531925
4,2,No,3368916
4,2,No,3359471
4,2,No,3424628
4,2,No,3358713
4,2,No,3709517
4,2,No,3423895
4,2,No,3417961
4,2,No,3409834
4,2,No,3358321
4,2,No,3567868
4,2,No,3403932
4,2,No,3638604
4,2,No,3425945
4,2,No,3452231
4,2,No,3706437
4,2,No,3455420
4,2,No,3336225
4,2,No,3356900
4,2,No,3542435
4,2,No,3528375
4,2,No,3421326
4,2,Sí,3002950
4,2,Sí,3019688
4,2,Sí,3007923
4,2,Sí,3198106
4,2,Sí,3057658
4,2,Sí,3006483
4,2,Sí,2934320
4,2,Sí,2946283
4,2,Sí,2943274
4,2,Sí,2972579
4,2,Sí,2933475
4,2,Sí,3028875
4,2,Sí,3047974
4,2,Sí,2913024
4,2,Sí,3103528
4,2,Sí,3002046
4,2,Sí,2995669
4,2,Sí,2959802
4,2,Sí,2967984
4,2,Sí,3050097
4,2,Sí,2948127
4,2,Sí,3019445
4,2,Sí,2929154
4,2,Sí,2956257
4,2,Sí,3039387
4,2,Sí,3165646
4,2,Sí,2943305
4,2,Sí,3089711
4,2,Sí,3004980
4,2,Sí,3002036
4,2,Sí,2938328
4,2,Sí,2958293
4,2,Sí,3006701
4,2,Sí,2968318
4,2,Sí,3056987
4,2,Sí,2978483
4,2,Sí,3173926
4,2,Sí,2981051
4,2,Sí,2948235
4,2,Sí,3017945
4,2,Sí,2946841
4,2,Sí,3091921
4,2,Sí,2835016
4,2,Sí,3042973
4,2,Sí,3035330
4,2,Sí,3020687
4,2,Sí,3005131
4,2,Sí,3216980
4,2,Sí,3016635
4,2,Sí,3001651
4,3,No,3844432
4,3,No,3976726
4,3,No,6610615
4,3,No,4861489
4,3,No,3736398
4,3,No,4312146
4,3,No,6507543
4,3,No,3886883
4,3,No,3793032
4,3,No,3881056
4,3,No,3393282
4,3,No,3846760
4,3,No,3679537
4,3,No,3931847
4,3,No,3984410
4,3,No,3413485
4,3,No,3649938
4,3,No,3791478
4,3,No,3976644
4,3,No,3832879
4,3,No,3593071
4,3,No,3964987
4,3,No,3695023
4,3,No,3694747
4,3,No,4434283
4,3,No,4848412
4,3,No,3971527
4,3,No,3730882
4,3,No,3743845
4,3,No,3398832
4,3,No,3902531
4,3,No,3362521
4,3,No,3679396
4,3,No,3739425
4,3,No,3740840
4,3,No,3948319
4,3,No,3736800
4,3,No,3716259
4,3,No,3631313
4,3,No,3784011
4,3,No,3642833
4,3,No,3781563
4,3,No,3649944
4,3,No,3903380
4,3,No,3781392
4,3,No,3708054
4,3,No,3817509
4,3,No,3494486
4,3,No,3726334
4,3,No,3993196
4,3,Sí,3043048
4,3,Sí,3018891
4,3,Sí,2997432
4,3,Sí,3275327
4,3,Sí,3050866
4,3,Sí,3056271
4,3,Sí,3074936
4,3,Sí,2978563
4,3,Sí,3200625
4,3,Sí,3016373
4,3,Sí,2996108
4,3,Sí,3038901
4,3,Sí,3077367
4,3,Sí,3038549
4,3,Sí,3090740
4,3,Sí,3008689
4,3,Sí,3052613
4,3,Sí,3021316
4,3,Sí,3037301
4,3,Sí,3019003
4,3,Sí,3010984
4,3,Sí,3026009
4,3,Sí,3025684
4,3,Sí,3055588
4,3,Sí,3043055
4,3,Sí,3138483
4,3,Sí,3058596
4,3,Sí,3110291
4,3,Sí,3027574
4,3,Sí,2982728
4,3,Sí,2996619
4,3,Sí,3001309
4,3,Sí,3047981
4,3,Sí,3015052
4,3,Sí,3052778
4,3,Sí,3053328
4,3,Sí,3199261
4,3,Sí,3048168
4,3,Sí,3013558
4,3,Sí,3033419
4,3,Sí,3008212
4,3,Sí,3525138
4,3,Sí,3046241
4,3,Sí,3047513
4,3,Sí,3011563
4,3,Sí,3021551
4,3,Sí,3078713
4,3,Sí,3074446
4,3,Sí,3059147
4,3,Sí,2962111
4,4,No,3987174
4,4,No,3599738
4,4,No,4849009
4,4,No,5974809
4,4,No,4053043
4,4,No,4300925
4,4,No,6515309
4,4,No,3450006
4,4,No,3714207
4,4,No,4017754
4,4,No,4083154
4,4,No,3918405
4,4,No,3862603
4,4,No,3537097
4,4,No,3926563
4,4,No,3855490
4,4,No,3406202
4,4,No,4063562
4,4,No,3497650
4,4,No,3534096
4,4,No,3899773
4,4,No,3590906
4,4,No,3578630
4,4,No,3877276
4,4,No,6966844
4,4,No,4112737
4,4,No,3548155
4,4,No,3632259
4,4,No,3520936
4,4,No,3582913
4,4,No,3806723
4,4,No,3534708
4,4,No,3772061
4,4,No,3516207
4,4,No,4703300
4,4,No,4108340
4,4,No,3938828
4,4,No,3708063
4,4,No,3633307
4,4,No,4282521
4,4,No,3536573
4,4,No,3876546
4,4,No,3316054
4,4,No,3514267
4,4,No,3656468
4,4,No,3800746
4,4,No,3793215
4,4,No,4092832
4,4,No,3642048
4,4,No,3740464
4,4,Sí,3118942
4,4,Sí,2998460
4,4,Sí,3029749
4,4,Sí,2986787
4,4,Sí,2969969
4,4,Sí,2998905
4,4,Sí,3068557
4,4,Sí,3009298
4,4,Sí,2897994
4,4,Sí,3101407
4,4,Sí,3007092
4,4,Sí,3006944
4,4,Sí,3005600
4,4,Sí,3232732
4,4,Sí,2972703
4,4,Sí,3027271
4,4,Sí,3092272
4,4,Sí,2996031
4,4,Sí,3021183
4,4,Sí,2952882
4,4,Sí,2976126
4,4,Sí,3473887
4,4,Sí,4294324
4,4,Sí,3029287
4,4,Sí,3224749
4,4,Sí,3075743
4,4,Sí,3060121
4,4,Sí,3051132
4,4,Sí,3057992
4,4,Sí,3077205
4,4,Sí,2993820
4,4,Sí,2999861
4,4,Sí,2986446
4,4,Sí,3049910
4,4,Sí,3030391
4,4,Sí,3020942
4,4,Sí,3012344
4,4,Sí,2992466
4,4,Sí,2981474
4,4,Sí,3028924
4,4,Sí,3083209
4,4,Sí,3004781
4,4,Sí,2988836
4,4,Sí,3033413
4,4,Sí,3273847
4,4,Sí,3054333
4,4,Sí,2902893
4,4,Sí,3010813
4,4,Sí,3052241
4,4,Sí,3021441
4,5,No,4450228
4,5,No,4002668
4,5,No,5057902
4,5,No,6707476
4,5,No,3796299
4,5,No,4177317
4,5,No,6041093
4,5,No,3756455
4,5,No,4266880
4,5,No,3639072
4,5,No,4131326
4,5,No,4218041
4,5,No,3599889
4,5,No,4326179
4,5,No,3735596
4,5,No,4037730
4,5,No,4106470
4,5,No,3783837
4,5,No,3645481
4,5,No,3959040
4,5,No,4172912
4,5,No,3526840
4,5,No,4140872
4,5,No,5766723
4,5,No,4975902
4,5,No,4222139
4,5,No,3546989
4,5,No,3703681
4,5,No,4189425
4,5,No,3909270
4,5,No,3802520
4,5,No,3639147
4,5,No,3835768
4,5,No,3981293
4,5,No,3729870
4,5,No,3774503
4,5,No,4297361
4,5,No,4149109
4,5,No,3703433
4,5,No,4193177
4,5,No,3770766
4,5,No,4210041
4,5,No,4171462
4,5,No,4145876
4,5,No,3768811
4,5,No,3508703
4,5,No,3936250
4,5,No,4207250
4,5,No,3723684
4,5,No,4016515
4,5,Sí,3109510
4,5,Sí,2946876
4,5,Sí,3017243
4,5,Sí,3048814
4,5,Sí,3208482
4,5,Sí,3055988
4,5,Sí,3110503
4,5,Sí,3009275
4,5,Sí,3005001
4,5,Sí,3116965
4,5,Sí,2997021
4,5,Sí,3114929
4,5,Sí,2947500
4,5,Sí,2984353
4,5,Sí,3071669
4,5,Sí,3226444
4,5,Sí,2998859
4,5,Sí,3046712
4,5,Sí,3066895
4,5,Sí,3042263
4,5,Sí,3125087
4,5,Sí,3044751
4,5,Sí,3005642
4,5,Sí,3035727
4,5,Sí,3041834
4,5,Sí,3077679
4,5,Sí,3103078
4,5,Sí,3027406
4,5,Sí,3064761
4,5,Sí,3059527
4,5,Sí,3088118
4,5,Sí,3075581
4,5,Sí,3092171
4,5,Sí,3116291
4,5,Sí,2975959
4,5,Sí,3068601
4,5,Sí,3155351
4,5,Sí,3178205
4,5,Sí,3016077
4,5,Sí,3034084
4,5,Sí,3013307
4,5,Sí,2967615
4,5,Sí,3310961
4,5,Sí,3011253
4,5,Sí,3040871
4,5,Sí,3069164
4,5,Sí,3005883
4,5,Sí,3455934
4,5,Sí,3027839
4,5,Sí,2997233
5,1,No,5053566
5,1,No,4946878
5,1,No,6377041
5,1,No,4707386
5,1,No,5044351
5,1,No,6390341
5,1,No,4786541
5,1,No,4864886
5,1,No,4821071
5,1,No,4596989
5,1,No,4807304
5,1,No,4853422
5,1,No,4759879
5,1,No,4648258
5,1,No,4858819
5,1,No,4612512
5,1,No,4811059
5,1,No,4597992
5,1,No,4776310
5,1,No,4973465
5,1,No,5620570
5,1,No,4836916
5,1,No,4770341
5,1,No,4815033
5,1,No,4782101
5,1,No,4712481
5,1,No,4780259
5,1,No,5258454
5,1,No,5750048
5,1,No,4977047
5,1,No,6830888
5,1,No,5978221
5,1,No,5992205
5,1,No,5692721
5,1,No,4704598
5,1,No,5034809
5,1,No,4793294
5,1,No,4787097
5,1,No,5347604
5,1,No,6036451
5,1,No,4815354
5,1,No,4646474
5,1,No,4682482
5,1,No,4546657
5,1,No,4872932
5,1,No,4742114
5,1,No,4809848
5,1,No,4834038
5,1,No,4602213
5,1,No,4672621
5,1,Sí,2602106
5,1,Sí,2553872
5,1,Sí,2835571
5,1,Sí,2594007
5,1,Sí,2718761
5,1,Sí,2600308
5,1,Sí,2607890
5,1,Sí,2614871
5,1,Sí,2743995
5,1,Sí,2676845
5,1,Sí,2606890
5,1,Sí,2743078
5,1,Sí,2559787
5,1,Sí,2647769
5,1,Sí,2811173
5,1,Sí,2653968
5,1,Sí,2621305
5,1,Sí,2504552
5,1,Sí,2625997
5,1,Sí,2596357
5,1,Sí,2577515
5,1,Sí,2982174
5,1,Sí,2551520
5,1,Sí,2589272
5,1,Sí,2805054
5,1,Sí,2691024
5,1,Sí,2556826
5,1,Sí,2822998
5,1,Sí,2613395
5,1,Sí,2592570
5,1,Sí,2618970
5,1,Sí,2617949
5,1,Sí,2576234
5,1,Sí,2844940
5,1,Sí,2674892
5,1,Sí,2531085
5,1,Sí,2612193
5,1,Sí,2604683
5,1,Sí,2557544
5,1,Sí,2730352
5,1,Sí,2700344
5,1,Sí,2596905
5,1,Sí,2608781
5,1,Sí,2564907
5,1,Sí,2611858
5,1,Sí,2569964
5,1,Sí,2834282
5,1,Sí,2592995
5,1,Sí,2603379
5,1,Sí,2659611
5,2,No,4065702
5,2,No,4478618
5,2,No,3827619
5,2,No,4866857
5,2,No,4387912
5,2,No,3800820
5,2,No,4328846
5,2,No,4450352
5,2,No,5799720
5,2,No,10747227
5,2,No,6863154
5,2,No,7185073
5,2,No,6574217
5,2,No,3657456
5,2,No,3674754
5,2,No,4820061
5,2,No,4051688
5,2,No,3761592
5,2,No,4399874
5,2,No,4807975
5,2,No,5234858
5,2,No,3558021
5,2,No,3479464
5,2,No,4198982
5,2,No,4104087
5,2,No,4611189
5,2,No,3624483
5,2,No,3744908
5,2,No,4504247
5,2,No,4409756
5,2,No,4064015
5,2,No,3387439
5,2,No,3499739
5,2,No,3466138
5,2,No,3484743
5,2,No,3379502
5,2,No,3418061
5,2,No,3478818
5,2,No,3549440
5,2,No,3518300
5,2,No,3582968
5,2,No,3384503
5,2,No,3433045
5,2,No,3536912
5,2,No,3426583
5,2,No,3461662
5,2,No,3411922
5,2,No,3388468
5,2,No,4730295
5,2,No,3678887
5,2,Sí,2560222
5,2,Sí,2524132
5,2,Sí,2549985
5,2,Sí,2810536
5,2,Sí,2663278
5,2,Sí,2602761
5,2,Sí,2654905
5,2,Sí,2599155
5,2,Sí,2834117
5,2,Sí,2765987
5,2,Sí,2603446
5,2,Sí,2608156
5,2,Sí,2673241
5,2,Sí,2629607
5,2,Sí,2680546
5,2,Sí,2651470
5,2,Sí,2559415
5,2,Sí,2527440
5,2,Sí,2568246
5,2,Sí,2577737
5,2,Sí,2638832
5,2,Sí,2590708
5,2,Sí,2741860
5,2,Sí,4856031
5,2,Sí,3323285
5,2,Sí,3849228
5,2,Sí,3468561
5,2,Sí,2585615
5,2,Sí,2702839
5,2,Sí,2519450
5,2,Sí,2741779
5,2,Sí,2607722
5,2,Sí,2825079
5,2,Sí,2620084
5,2,Sí,2507027
5,2,Sí,2619357
5,2,Sí,2669583
5,2,Sí,2615549
5,2,Sí,2527469
5,2,Sí,2744320
5,2,Sí,2649331
5,2,Sí,2509790
5,2,Sí,2513534
5,2,Sí,2590389
5,2,Sí,2546835
5,2,Sí,2792943
5,2,Sí,2658708
5,2,Sí,2491878
5,2,Sí,2548534
5,2,Sí,2613588
5,3,No,4036745
5,3,No,3988932
5,3,No,4308718
5,3,No,4629859
5,3,No,3889028
5,3,No,3775899
5,3,No,3784045
5,3,No,4193622
5,3,No,3435272
5,3,No,3742457
5,3,No,3626295
5,3,No,3861288
5,3,No,4039648
5,3,No,3790875
5,3,No,3433213
5,3,No,3748946
5,3,No,3910957
5,3,No,3612638
5,3,No,3710320
5,3,No,3747073
5,3,No,3641612
5,3,No,3683820
5,3,No,3791681
5,3,No,3781279
5,3,No,3774651
5,3,No,6085294
5,3,No,4848375
5,3,No,3894939
5,3,No,3779740
5,3,No,3723558
5,3,No,3814103
5,3,No,3711750
5,3,No,3753971
5,3,No,3582774
5,3,No,3795653
5,3,No,3547699
5,3,No,3742421
5,3,No,3582203
5,3,No,3692442
5,3,No,3765067
5,3,No,3988809
5,3,No,3861908
5,3,No,3819120
5,3,No,3968146
5,3,No,4024588
5,3,No,3751906
5,3,No,3709370
5,3,No,3739269
5,3,No,4119894
5,3,No,3740137
5,3,Sí,2688385
5,3,Sí,2614265
5,3,Sí,2586895
5,3,Sí,2982368
5,3,Sí,2635779
5,3,Sí,2586524
5,3,Sí,2577810
5,3,Sí,2602605
5,3,Sí,2601035
5,3,Sí,2567799
5,3,Sí,2774258
5,3,Sí,2551129
5,3,Sí,2560063
5,3,Sí,2622270
5,3,Sí,2489428
5,3,Sí,2563973
5,3,Sí,2808620
5,3,Sí,2603928
5,3,Sí,2751988
5,3,Sí,2680099
5,3,Sí,2605866
5,3,Sí,2630543
5,3,Sí,2759423
5,3,Sí,2536277
5,3,Sí,2637586
5,3,Sí,2621168
5,3,Sí,2550258
5,3,Sí,2561764
5,3,Sí,2575488
5,3,Sí,2966716
5,3,Sí,2681252
5,3,Sí,2596917
5,3,Sí,2622344
5,3,Sí,2569974
5,3,Sí,2516369
5,3,Sí,2828185
5,3,Sí,2692950
5,3,Sí,2574799
5,3,Sí,2591296
5,3,Sí,2630365
5,3,Sí,2556179
5,3,Sí,2801071
5,3,Sí,2596928
5,3,Sí,2473523
5,3,Sí,2528091
5,3,Sí,2599929
5,3,Sí,2586404
5,3,Sí,2592988
5,3,Sí,2855759
5,3,Sí,2601684
5,4,No,4158399
5,4,No,3722987
5,4,No,4352184
5,4,No,4513139
5,4,No,3458484
5,4,No,3847648
5,4,No,5120718
5,4,No,5225907
5,4,No,3515656
5,4,No,4024361
5,4,No,4038681
5,4,No,3528558
5,4,No,3945281
5,4,No,4135285
5,4,No,3734741
5,4,No,3690512
5,4,No,3543528
5,4,No,3867863
5,4,No,4031819
5,4,No,3806732
5,4,No,3901924
5,4,No,3932319
5,4,No,3771336
5,4,No,4187848
5,4,No,4039243
5,4,No,5708307
5,4,No,3422559
5,4,No,3835741
5,4,No,3725379
5,4,No,3791656
5,4,No,3850140
5,4,No,3703561
5,4,No,3490111
5,4,No,3928512
5,4,No,3472229
5,4,No,3661136
5,4,No,3565529
5,4,No,3494511
5,4,No,3758614
5,4,No,3546117
5,4,No,4078748
5,4,No,3989408
5,4,No,3883670
5,4,No,3901114
5,4,No,3732792
5,4,No,3861886
5,4,No,3426877
5,4,No,3731444
5,4,No,4237703
5,4,No,4471891
5,4,Sí,2766676
5,4,Sí,2644481
5,4,Sí,3080319
5,4,Sí,2666713
5,4,Sí,2538786
5,4,Sí,2947506
5,4,Sí,2656697
5,4,Sí,2715076
5,4,Sí,2613324
5,4,Sí,2544010
5,4,Sí,2562208
5,4,Sí,2719417
5,4,Sí,2634828
5,4,Sí,2622557
5,4,Sí,2611874
5,4,Sí,2729030
5,4,Sí,2554677
5,4,Sí,2867541
5,4,Sí,2562337
5,4,Sí,2585341
5,4,Sí,2700548
5,4,Sí,2649751
5,4,Sí,2592888
5,4,Sí,2698208
5,4,Sí,2598287
5,4,Sí,2622566
5,4,Sí,2655207
5,4,Sí,2578631
5,4,Sí,2739804
5,4,Sí,2612206
5,4,Sí,2732759
5,4,Sí,2682809
5,4,Sí,2585454
5,4,Sí,3048519
5,4,Sí,5280330
5,4,Sí,2785276
5,4,Sí,2675668
5,4,Sí,2625452
5,4,Sí,2648379
5,4,Sí,2588675
5,4,Sí,2594411
5,4,Sí,2781964
5,4,Sí,2605337
5,4,Sí,2662474
5,4,Sí,2711024
5,4,Sí,2529890
5,4,Sí,2620258
5,4,Sí,2757832
5,4,Sí,2595514
5,4,Sí,2753935
5,5,No,4250034
5,5,No,4306237
5,5,No,5267758
5,5,No,5765675
5,5,No,3822851
5,5,No,10049531
5,5,No,10098499
5,5,No,11555030
5,5,No,4297850
5,5,No,4144849
5,5,No,6485761
5,5,No,3672761
5,5,No,3940384
5,5,No,4403529
5,5,No,4736442
5,5,No,4129315
5,5,No,4372004
5,5,No,3834049
5,5,No,6130594
5,5,No,3812743
5,5,No,4772588
5,5,No,4976652
5,5,No,3985126
5,5,No,3885237
5,5,No,3544070
5,5,No,5953587
5,5,No,3799425
5,5,No,3909041
5,5,No,3784894
5,5,No,3855806
5,5,No,3971065
5,5,No,3970973
5,5,No,7469528
5,5,No,4102449
5,5,No,3935124
5,5,No,4080664
5,5,No,3929313
5,5,No,3786833
5,5,No,3849145
5,5,No,3720650
5,5,No,3913344
5,5,No,3780899
5,5,No,4096654
5,5,No,3772022
5,5,No,4143159
5,5,No,3780710
5,5,No,3900883
5,5,No,4470884
5,5,No,4183027
5,5,No,4034126
5,5,Sí,2636714
5,5,Sí,2598311
5,5,Sí,2626276
5,5,Sí,2806099
5,5,Sí,2608776
5,5,Sí,2622555
5,5,Sí,2778195
5,5,Sí,2579990
5,5,Sí,2710925
5,5,Sí,2748727
5,5,Sí,2562426
5,5,Sí,2704624
5,5,Sí,2688205
5,5,Sí,2557695
5,5,Sí,2627148
5,5,Sí,2877187
5,5,Sí,2589944
5,5,Sí,2621947
5,5,Sí,2612608
5,5,Sí,2606404
5,5,Sí,2591383
5,5,Sí,2734795
5,5,Sí,2523275
5,5,Sí,2629022
5,5,Sí,2600238
5,5,Sí,2595666
5,5,Sí,2581988
5,5,Sí,2554476
5,5,Sí,2744371
5,5,Sí,2615013
5,5,Sí,2608594
5,5,Sí,2623500
5,5,Sí,2577063
5,5,Sí,2671551
5,5,Sí,2942952
5,5,Sí,2629077
5,5,Sí,2601438
5,5,Sí,2732476
5,5,Sí,2679109
5,5,Sí,2643432
5,5,Sí,2700549
5,5,Sí,2663643
5,5,Sí,2643449
5,5,Sí,2690187
5,5,Sí,2643243
5,5,Sí,2604513
5,5,Sí,2822247
5,5,Sí,2654261
5,5,Sí,2704841
5,5,Sí,2647415
